136,62,69,90,121
136,62,69,91,122
136,62,68,91,122
136,62,69,91,122
136,62,69,92,122
136,63,69,92,122
136,62,69,91,122
136,62,69,91,122
136,62,70,91,122
136,62,70,91,122
136,62,69,91,122
136,62,70,91,122
137,62,70,91,122
137,62,70,91,123
137,62,70,91,122
137,62,70,91,123
137,62,70,91,123
137,63,70,91,123
137,63,70,91,123
137,63,70,91,123
138,63,70,91,123
137,62,70,90,123
137,63,70,90,124
137,63,70,90,123
137,63,70,91,123
137,63,70,91,123
137,63,70,91,123
137,63,70,91,123
138,63,70,91,123
138,63,70,91,124
138,63,70,91,123
138,64,70,90,123
138,63,70,91,123
138,63,71,91,124
138,63,70,91,124
138,63,71,91,124
138,63,71,91,124
138,63,71,90,124
138,63,71,91,124
138,63,71,90,124
139,63,72,91,124
139,63,72,91,124
139,64,72,90,125
139,63,73,90,125
139,63,74,90,125
140,64,72,91,125
140,64,72,90,125
140,64,72,90,126
140,64,72,90,125
140,64,71,90,126
140,64,72,90,126
141,64,72,90,126
140,64,72,90,127
141,64,72,90,127
141,64,72,90,127
141,64,72,90,127
141,65,72,90,128
142,65,73,90,128
141,65,73,90,128
142,65,73,90,128
142,64,73,90,128
142,64,73,90,128
142,65,73,90,128
143,65,73,90,128
143,65,73,90,129
143,65,73,90,128
143,65,73,90,128
143,66,73,90,128
144,65,73,90,129
144,65,73,90,129
144,65,73,90,129
144,66,73,90,129
144,66,73,90,129
145,66,74,90,130
144,66,73,90,130
144,66,74,89,130
144,66,74,90,130
144,66,74,90,130
144,66,74,90,130
144,66,74,90,130
143,66,74,90,131
143,66,74,90,131
143,66,74,90,131
143,66,74,90,131
144,66,75,90,131
144,67,75,90,131
144,66,75,90,131
144,67,75,91,132
144,67,75,90,132
144,67,75,90,132
145,67,75,90,132
145,67,75,90,132
145,67,75,90,132
145,67,75,90,133
146,67,75,91,132
145,66,75,90,132
145,66,75,90,132
146,67,75,90,133
146,67,75,90,133
146,67,75,90,133
146,67,76,90,133
147,67,75,90,134
147,67,76,90,134
146,67,76,90,134
146,67,76,91,135
147,68,77,91,135
147,68,76,91,136
147,68,77,91,136
147,68,77,92,135
148,68,77,91,136
148,68,77,91,136
148,68,77,91,136
149,67,77,91,137
149,68,77,91,137
149,68,77,91,138
149,68,77,91,137
150,68,77,91,138
150,68,77,91,138
151,68,78,91,139
151,68,77,91,139
151,68,78,91,139
151,69,78,91,140
152,69,78,92,139
152,69,78,91,140
152,69,78,91,140
152,69,78,91,141
152,69,78,91,140
152,68,78,91,140
153,69,78,92,141
153,69,78,91,141
153,69,78,91,141
153,69,78,91,141
153,69,79,91,142
152,69,79,91,142
153,69,79,92,142
153,69,79,92,142
153,69,79,92,142
154,69,79,92,142
154,69,79,92,143
154,70,79,91,142
154,70,80,92,143
154,70,79,92,143
155,70,79,92,143
155,70,80,92,143
155,70,80,91,143
