"171, 176, 107, 108, 65"
"171, 176, 106, 110, 65"
"171, 176, 106, 112, 66"
"171, 176, 106, 114, 66"
"170, 177, 107, 117, 66"
"173, 179, 109, 125, 69"
"174, 178, 107, 129, 68"
"173, 177, 106, 131, 67"
"173, 177, 106, 130, 68"
"173, 176, 106, 132, 68"
"173, 176, 106, 132, 68"
"172, 176, 106, 134, 68"
"172, 176, 106, 137, 68"
"172, 175, 106, 143, 68"
"173, 175, 106, 149, 69"
"173, 175, 105, 154, 69"
"173, 175, 105, 156, 69"
"173, 175, 105, 159, 69"
"173, 176, 106, 162, 70"
"173, 176, 106, 165, 70"
"173, 176, 106, 169, 70"
"174, 176, 106, 173, 71"
"174, 176, 106, 176, 71"
"174, 176, 105, 179, 71"
"174, 176, 105, 183, 72"
"175, 176, 106, 186, 72"
"175, 176, 106, 189, 73"
"175, 176, 105, 192, 73"
"175, 176, 106, 195, 73"
"175, 176, 106, 197, 74"
"176, 177, 106, 199, 74"
"176, 176, 106, 200, 74"
"176, 177, 106, 201, 75"
"176, 177, 106, 203, 75"
"176, 177, 106, 205, 76"
"176, 177, 106, 206, 76"
"177, 176, 106, 208, 76"
"177, 177, 106, 210, 76"
"177, 177, 106, 212, 77"
"177, 177, 106, 213, 77"
"177, 177, 106, 215, 77"
"178, 177, 106, 217, 78"
"178, 178, 106, 219, 78"
"178, 177, 106, 221, 78"
"178, 177, 106, 222, 79"
"178, 178, 106, 224, 79"
"178, 177, 106, 224, 79"
"178, 178, 107, 226, 79"
"179, 178, 106, 227, 80"
"179, 178, 107, 228, 80"
"179, 178, 107, 232, 80"
"179, 178, 107, 234, 80"
"179, 178, 106, 235, 80"
"180, 178, 107, 236, 81"
"180, 179, 107, 236, 81"
"180, 178, 107, 236, 81"
"180, 178, 107, 236, 82"
"180, 178, 107, 235, 82"
"180, 178, 107, 235, 83"
"180, 179, 107, 235, 82"
"181, 179, 107, 236, 83"
"180, 179, 107, 236, 83"
"181, 179, 107, 237, 84"
"181, 179, 107, 237, 83"
"181, 179, 107, 238, 84"
"181, 179, 107, 238, 84"
"181, 179, 107, 239, 84"
"181, 179, 107, 239, 84"
"182, 179, 107, 239, 85"
"181, 179, 107, 240, 85"
"182, 179, 107, 240, 85"
"182, 180, 107, 241, 85"
"182, 179, 107, 241, 86"
"182, 180, 107, 241, 86"
"182, 179, 107, 242, 86"
"183, 179, 107, 242, 86"
"183, 179, 107, 242, 87"
"183, 180, 107, 242, 87"
"183, 180, 107, 243, 87"
"183, 180, 107, 243, 87"
"183, 180, 107, 244, 87"
"183, 180, 108, 244, 88"
"183, 180, 107, 245, 88"
"183, 180, 107, 245, 88"
"183, 180, 107, 245, 88"
"184, 180, 108, 246, 89"
"184, 180, 107, 246, 89"
"184, 180, 108, 247, 89"
"184, 180, 107, 247, 89"
"184, 180, 107, 248, 90"
"184, 180, 107, 248, 90"
"184, 180, 108, 249, 90"
"184, 180, 107, 249, 90"
"185, 180, 107, 249, 91"
"185, 181, 107, 250, 91"
"185, 181, 107, 250, 91"
"185, 181, 107, 250, 92"
"185, 181, 108, 251, 92"
"185, 181, 108, 251, 92"
"186, 181, 107, 252, 92"
"186, 181, 107, 252, 92"
"186, 181, 108, 252, 92"
"186, 181, 108, 253, 93"
"186, 181, 107, 253, 93"
"186, 181, 108, 254, 93"
"186, 181, 107, 254, 93"
"186, 181, 107, 254, 93"
"187, 181, 107, 254, 93"
"187, 181, 107, 255, 94"
"187, 181, 107, 256, 94"
"187, 181, 107, 256, 95"
"187, 182, 107, 256, 95"
"187, 182, 107, 257, 95"
"187, 182, 107, 257, 95"
"187, 181, 107, 257, 95"
"187, 182, 107, 258, 95"
"187, 182, 107, 258, 96"
"187, 182, 107, 259, 96"
"188, 182, 107, 259, 96"
"188, 182, 106, 259, 96"
"188, 182, 106, 259, 96"
"188, 182, 106, 260, 97"
"188, 182, 106, 260, 97"
"188, 182, 107, 260, 97"
"188, 182, 107, 261, 97"
"188, 182, 107, 261, 98"
"189, 182, 107, 262, 97"
"189, 182, 108, 262, 98"
"189, 182, 108, 262, 98"
"189, 182, 108, 263, 98"
"189, 182, 108, 263, 98"
"189, 182, 108, 264, 98"
"189, 182, 108, 264, 99"
"189, 182, 108, 264, 99"
"190, 183, 108, 264, 99"
"189, 183, 108, 265, 100"
"191, 184, 109, 261, 101"
"191, 184, 109, 262, 101"
"191, 184, 109, 263, 102"
"191, 184, 109, 265, 102"
