199, 47, 50, 51, 94
200, 47, 50, 52, 93
200, 47, 50, 51, 93
200, 47, 50, 51, 93
200, 47, 50, 51, 93
200, 47, 50, 51, 93
200, 47, 50, 51, 93
200, 47, 50, 52, 93
200, 47, 50, 51, 94
200, 47, 50, 51, 94
200, 46, 50, 52, 94
200, 47, 51, 51, 94
200, 47, 52, 51, 94
200, 47, 52, 51, 94
200, 47, 51, 51, 94
200, 47, 51, 51, 94
200, 47, 51, 51, 95
201, 47, 51, 52, 94
201, 47, 52, 51, 95
202, 47, 52, 51, 95
202, 47, 52, 52, 95
203, 47, 52, 52, 95
203, 47, 52, 52, 95
204, 47, 52, 52, 95
204, 47, 52, 51, 95
204, 48, 52, 51, 95
204, 47, 52, 52, 95
204, 48, 53, 52, 95
205, 48, 53, 52, 95
205, 48, 53, 52, 95
205, 48, 54, 52, 95
205, 48, 53, 52, 95
205, 48, 53, 52, 95
205, 48, 53, 52, 95
205, 48, 53, 52, 96
205, 48, 54, 52, 96
205, 48, 54, 52, 96
205, 48, 54, 52, 96
205, 48, 54, 52, 96
206, 48, 54, 52, 95
206, 48, 53, 52, 96
206, 48, 54, 52, 96
206, 48, 54, 52, 96
206, 49, 54, 52, 96
206, 49, 54, 52, 96
207, 49, 55, 52, 96
207, 49, 55, 52, 96
206, 49, 55, 53, 96
207, 49, 55, 53, 96
206, 48, 55, 52, 97
207, 48, 55, 53, 96
207, 48, 55, 53, 96
207, 48, 55, 53, 96
207, 49, 55, 52, 96
207, 49, 56, 53, 96
207, 49, 56, 52, 96
208, 49, 55, 52, 96
208, 49, 55, 52, 96
208, 49, 56, 52, 96
208, 49, 56, 53, 96
208, 49, 56, 53, 96
208, 49, 56, 52, 96
209, 49, 56, 53, 97
209, 49, 56, 52, 97
209, 50, 56, 53, 97
209, 49, 57, 53, 97
209, 49, 57, 53, 98
210, 50, 57, 53, 97
209, 49, 57, 53, 98
210, 49, 57, 53, 97
210, 50, 57, 53, 97
210, 49, 57, 53, 97
209, 49, 57, 53, 97
131, 50, 58, 54, 98
204, 50, 58, 54, 98
206, 50, 58, 54, 98
209, 50, 58, 54, 98
209, 50, 58, 54, 98
209, 51, 58, 54, 98
210, 50, 58, 54, 98
210, 50, 58, 54, 98
211, 51, 58, 54, 98
211, 51, 58, 54, 98
211, 51, 58, 55, 99
212, 51, 58, 54, 98
211, 50, 58, 54, 98
211, 51, 58, 55, 99
211, 51, 58, 55, 99
212, 51, 58, 55, 99
212, 51, 59, 55, 99
212, 51, 59, 55, 99
212, 52, 59, 55, 99
212, 51, 59, 54, 99
212, 51, 60, 55, 100
213, 51, 59, 54, 99
213, 51, 59, 55, 99
214, 51, 59, 55, 100
214, 52, 59, 55, 100
215, 51, 59, 55, 100
215, 52, 59, 55, 100
215, 52, 60, 54, 100
215, 52, 60, 55, 100
216, 52, 60, 54, 100
216, 52, 59, 55, 100
216, 52, 60, 55, 100
216, 52, 59, 55, 100
217, 52, 60, 55, 100
217, 52, 60, 55, 100
217, 52, 60, 55, 100
217, 52, 60, 55, 101
217, 52, 61, 55, 101
218, 52, 61, 55, 101
218, 52, 61, 55, 101
219, 52, 61, 55, 101
219, 52, 61, 55, 101
219, 52, 61, 56, 101
219, 52, 61, 55, 101
219, 52, 62, 55, 102
220, 52, 62, 55, 102
220, 53, 62, 55, 102
220, 53, 62, 55, 102
221, 53, 62, 56, 102
221, 53, 62, 56, 102
221, 53, 62, 55, 102
221, 53, 62, 55, 102
221, 52, 63, 56, 102
222, 53, 63, 55, 103
222, 53, 63, 55, 103
222, 53, 63, 56, 103
222, 53, 63, 55, 103
223, 53, 63, 55, 103
223, 53, 63, 55, 103
223, 53, 64, 55, 103
223, 53, 63, 55, 103
224, 53, 63, 55, 103
224, 53, 64, 55, 104
224, 53, 64, 55, 103
224, 54, 63, 56, 103
225, 53, 64, 56, 104
225, 53, 64, 55, 104
225, 53, 64, 55, 104
225, 54, 64, 55, 104
226, 54, 64, 56, 104
226, 53, 64, 56, 104
226, 53, 64, 55, 105
227, 54, 65, 56, 105
227, 54, 65, 56, 105
227, 54, 65, 56, 105
228, 54, 65, 56, 105
228, 54, 66, 55, 105
228, 54, 65, 56, 105
229, 54, 65, 56, 106
229, 54, 66, 56, 105
229, 54, 66, 56, 105
229, 54, 66, 56, 106
230, 54, 66, 56, 106
230, 54, 66, 56, 106
230, 55, 66, 56, 106
231, 54, 66, 56, 107
231, 55, 67, 56, 106
231, 55, 67, 56, 107
232, 55, 67, 56, 107
232, 55, 67, 56, 107
233, 55, 67, 56, 107
233, 55, 67, 56, 107
233, 55, 68, 56, 107
