138,64,68,90,111
139,64,69,90,111
138,64,69,90,111
138,64,69,90,111
138,64,68,90,111
138,64,69,90,111
138,64,68,90,112
138,64,68,90,111
138,64,69,90,111
139,64,69,90,111
141,65,71,90,111
143,66,74,90,111
144,66,78,90,112
146,67,83,90,111
148,68,90,90,112
151,71,96,89,113
153,73,97,89,114
156,74,98,89,115
160,76,98,89,116
162,77,97,92,118
165,78,96,93,119
166,78,94,94,120
167,79,93,95,123
167,77,91,95,124
168,78,91,96,129
168,77,90,96,134
167,77,89,95,139
167,77,90,95,144
167,76,90,95,149
168,76,90,95,154
168,78,92,94,158
169,79,94,95,163
172,80,96,95,168
173,81,98,95,172
175,81,98,94,175
177,81,98,94,178
178,81,98,94,181
179,80,98,93,184
180,80,98,92,187
181,80,99,92,191
183,80,100,92,197
184,81,101,92,202
186,81,101,91,207
189,81,102,92,211
191,82,103,91,215
194,82,104,91,219
195,82,105,91,221
197,83,105,91,224
198,83,106,91,226
200,83,107,90,229
201,83,107,90,233
203,84,108,90,237
204,84,110,90,241
206,84,111,90,245
208,84,112,90,249
210,85,114,90,252
212,85,116,90,256
213,85,118,90,260
215,85,120,90,264
217,86,121,89,270
218,86,122,90,275
219,86,124,90,282
220,87,126,89,288
220,87,127,89,294
221,87,128,89,300
221,87,130,89,305
222,88,130,89,311
222,88,131,89,316
223,88,132,89,320
223,88,132,89,325
224,88,134,88,329
224,88,135,89,333
224,88,136,89,336
225,88,138,88,340
225,88,140,89,342
226,88,142,89,344
226,88,144,88,346
227,88,146,88,348
227,88,148,88,349
228,88,150,88,351
228,88,153,88,351
229,89,156,88,352
229,89,158,88,353
229,88,161,88,353
230,89,163,89,354
230,89,166,88,354
231,89,169,88,355
231,89,171,88,355
232,89,175,88,355
232,90,177,88,356
233,90,180,88,356
233,90,183,88,357
234,90,186,88,357
234,90,188,88,357
235,90,190,89,358
235,91,192,88,358
236,90,194,88,358
236,90,196,88,359
237,91,198,88,359
237,91,200,89,359
238,92,201,88,360
238,92,203,88,361
239,92,204,88,361
239,92,205,88,362
240,93,206,88,362
240,93,207,88,363
241,93,208,88,363
241,94,209,88,364
242,94,209,88,364
242,94,210,88,365
243,95,211,88,365
243,95,211,88,366
243,95,211,88,367
244,95,212,88,367
244,95,212,88,368
245,95,212,88,369
245,96,213,88,370
246,96,213,88,371
246,97,213,88,372
246,98,214,88,373
247,97,214,88,374
247,97,214,88,375
248,98,214,88,376
248,98,215,88,377
248,98,215,88,378
249,99,215,88,380
249,99,215,89,381
250,99,215,88,382
251,100,215,88,383
250,100,215,88,385
251,100,216,88,386
251,100,216,88,388
252,100,216,88,389
253,101,216,89,390
253,101,216,88,392
253,101,216,88,393
254,102,216,88,395
254,102,217,89,396
255,102,217,88,397
255,102,217,88,399
256,103,217,88,400
256,103,217,88,402
256,103,216,88,403
257,103,216,88,404
257,103,216,88,406
258,104,217,88,407
258,104,216,88,408
259,104,216,89,410
259,105,216,88,411
260,104,216,88,412
261,105,216,88,414
261,105,216,88,415
262,105,216,88,417
262,105,216,88,417
263,106,216,88,419
264,106,216,88,420
264,107,216,88,421
265,106,216,88,422
265,106,216,89,424
266,107,215,88,425
266,107,215,88,426
267,107,215,88,428
268,107,215,89,429
268,107,215,88,430
269,108,215,89,431
270,108,215,88,432
271,108,215,89,433
271,109,215,89,434
272,108,215,89,435
273,108,214,89,436
273,109,214,88,437
274,109,214,89,438
274,109,214,89,439
275,109,214,89,440
276,109,214,89,441
276,110,214,89,442
277,110,213,89,442
278,110,213,88,443
279,110,213,89,444
279,110,213,89,445
280,110,213,89,446
281,110,213,89,447
282,110,213,89,448
283,110,212,88,448
283,111,212,89,449
284,111,212,89,450
285,111,212,89,450
286,111,212,89,451
287,111,212,89,452
288,111,211,89,452
288,111,211,89,453
289,111,211,89,454
290,112,211,89,455
290,112,211,89,455
291,112,211,89,456
293,112,211,89,456
293,112,210,89,457
294,112,210,89,457
295,112,210,89,458
295,112,210,89,458
296,112,210,89,459
297,112,210,89,459
298,113,210,89,460
299,112,209,89,460
299,113,209,89,461
300,113,210,90,462
301,113,209,90,462
302,113,209,90,462
303,113,209,89,463
303,113,208,89,463
304,113,209,89,463
305,113,208,89,464
306,113,208,89,464
307,114,208,89,464
307,113,208,89,465
308,114,207,89,465
309,113,207,89,465
309,113,207,89,465
310,113,207,89,466
311,113,207,89,466
312,113,207,89,466
313,113,207,89,467
