136,62,68,79,125,9
136,62,68,79,125,9
136,62,68,79,125,9
136,63,69,79,125,9
136,62,68,79,125,9
136,62,68,79,125,9
136,62,69,79,125,9
136,62,69,79,125,9
137,62,69,79,125,9
137,63,68,80,125,9
137,62,69,79,125,9
136,62,69,79,125,9
136,63,69,79,126,9
137,62,69,79,125,9
137,61,69,79,125,9
137,63,68,79,125,9
137,63,68,79,125,9
137,63,69,80,126,9
137,63,69,79,127,9
137,62,68,79,127,9
137,63,68,79,127,9
137,63,68,79,128,9
137,62,69,80,127,9
136,63,69,79,127,9
137,63,69,79,127,9
137,63,69,80,127,9
137,62,69,80,127,9
137,63,68,80,127,9
137,63,69,79,127,9
137,63,69,79,127,9
137,63,69,80,127,9
137,63,69,80,127,9
137,63,69,80,127,9
137,62,69,79,127,9
138,63,69,80,127,9
137,63,69,80,127,9
137,63,69,80,127,9
138,63,69,80,127,9
137,63,70,80,127,9
137,63,69,80,128,9
137,63,69,80,128,9
137,63,70,80,128,9
138,63,69,80,128,9
137,63,70,80,128,9
138,63,70,80,128,9
138,63,70,80,128,9
138,63,70,80,128,9
138,63,71,80,128,9
138,63,70,80,128,9
138,63,71,80,128,9
138,63,70,80,128,9
138,63,71,81,128,9
138,63,70,80,128,9
138,63,70,81,128,9
139,64,70,81,128,9
138,63,70,81,128,9
138,63,70,81,128,9
139,63,70,81,128,9
139,63,71,81,129,9
139,63,70,81,129,9
139,63,71,81,128,9
139,63,70,81,129,9
139,64,71,81,128,9
139,63,70,81,129,9
139,64,71,81,129,9
139,64,71,81,129,9
140,64,71,81,129,9
140,63,71,81,129,9
140,64,71,81,129,9
140,64,71,82,129,9
140,63,71,82,129,9
140,64,71,82,129,9
140,64,71,82,129,9
140,64,71,82,129,9
140,64,71,82,129,9
140,64,71,82,129,9
140,65,71,82,129,9
140,64,71,82,130,9
140,64,71,82,130,9
140,64,71,82,130,9
140,64,71,82,130,9
140,64,71,82,130,9
141,64,71,82,130,9
141,64,71,82,130,9
140,64,71,82,130,9
141,64,71,82,130,9
140,64,72,82,130,9
141,64,71,83,130,9
141,64,71,83,130,9
141,64,72,83,131,9
141,64,72,83,131,9
141,65,71,83,131,9
141,64,72,83,131,9
141,64,72,83,131,9
141,65,72,83,131,9
141,65,71,83,131,9
141,64,72,83,131,9
141,65,72,83,131,9
141,65,72,83,131,9
141,65,72,83,132,9
141,65,72,83,131,9
142,65,72,83,131,9
142,65,72,84,131,9
142,65,72,84,131,9
142,65,72,83,132,9
142,65,72,84,132,9
143,65,72,84,131,9
142,65,72,84,132,9
142,65,73,84,132,9
142,65,72,84,132,9
143,65,73,84,132,9
143,65,73,84,132,9
142,65,72,84,132,9
143,65,73,84,132,9
143,65,73,84,133,9
143,65,73,84,132,9
143,65,73,84,132,9
143,66,73,84,132,9
143,66,73,84,132,9
143,66,73,85,133,9
143,66,73,85,133,9
143,65,72,85,132,9
143,66,73,85,133,9
143,65,73,85,133,9
143,66,73,85,133,9
143,65,73,85,133,9
143,66,73,85,133,9
143,65,73,85,133,9
143,66,73,86,133,9
143,66,73,85,133,9
143,66,73,85,134,9
143,66,73,85,134,9
144,66,73,85,134,9
144,66,74,85,134,9
144,66,73,85,134,9
144,66,74,85,134,9
144,66,73,85,134,9
144,66,74,86,134,9
144,66,73,86,134,9
144,66,73,86,134,9
144,66,73,86,133,9
144,66,74,86,134,9
144,66,73,86,134,9
144,66,74,86,135,9
144,66,74,86,134,9
145,66,74,86,134,9
144,66,74,86,135,9
144,66,74,86,135,9
144,67,74,86,135,9
144,66,74,87,134,9
144,67,74,86,135,9
145,67,74,86,135,9
145,67,74,86,135,9
144,67,74,86,135,9
145,67,74,86,135,9
145,67,74,87,136,9
144,66,74,87,135,9
145,67,74,87,135,9
145,67,74,87,135,9
145,66,74,86,135,9
145,67,74,87,135,9
145,67,74,87,135,9
146,67,74,87,136,9
145,68,74,87,135,9
145,67,75,87,136,9
145,67,75,87,135,9
146,67,75,87,136,9
145,67,74,87,136,9
145,67,75,87,136,9
145,67,75,87,136,9
145,67,75,88,136,9
146,67,75,87,136,9
145,67,75,88,136,9
145,68,75,88,136,9
146,67,75,87,136,9
146,67,74,88,136,9
146,67,75,88,136,9
146,68,74,88,136,9
145,68,75,88,137,9
146,67,75,88,137,9
145,68,75,88,136,9
146,67,75,88,136,9
146,68,75,88,137,9
146,68,75,89,137,9
146,68,75,88,137,9
146,68,75,88,137,9
146,68,75,88,137,9
146,68,75,88,137,9
146,68,75,89,137,9
146,68,75,88,137,9
146,68,75,89,137,9
146,68,75,88,137,9
147,68,75,89,137,9
146,68,75,89,137,9
147,68,75,89,137,9
146,68,75,89,137,9
147,68,75,89,137,9
147,68,75,89,137,9
147,68,75,89,138,9
147,68,75,89,138,9
147,69,76,89,138,9
147,68,75,89,138,9
147,68,75,89,138,9
147,68,76,89,137,9
147,68,76,89,138,9
147,69,76,89,138,9
147,68,76,89,138,9
147,68,76,90,138,9
147,69,76,90,138,9
148,68,76,89,138,9
148,68,76,89,138,9
148,69,76,90,138,9
148,68,76,90,138,9
147,69,76,89,138,9
148,69,76,90,138,9
148,69,76,90,138,9
148,69,76,90,138,9
148,69,77,90,139,9
148,69,76,90,138,9
148,69,76,90,139,9
149,69,76,90,138,9
149,69,76,90,139,9
149,69,76,90,139,9
149,69,76,90,139,9
149,69,76,91,138,9
149,69,77,91,139,9
149,69,76,91,138,9
149,70,76,91,139,9
150,70,76,91,139,9
149,69,76,91,139,9
149,69,76,91,139,9
150,69,76,91,139,9
149,70,76,91,140,9
149,69,76,91,139,9
149,69,76,91,139,9
149,69,77,91,139,9
150,69,77,91,139,9
149,69,76,91,139,9
149,69,77,91,139,9
149,69,76,92,139,9
150,69,77,92,140,9
149,70,77,92,139,9
150,69,77,92,140,9
150,69,77,92,139,9
150,69,77,92,140,9
150,69,77,92,140,9
150,70,77,92,140,9
150,70,77,92,140,9
150,70,77,92,140,9
150,70,77,92,140,9
150,70,77,92,140,9
150,69,76,92,140,9
150,70,77,92,140,9
151,70,76,92,140,9
151,70,77,92,140,9
151,70,77,92,140,9
151,70,77,93,140,9
150,70,77,92,140,9
151,70,77,93,140,9
151,70,77,93,141,9
151,70,77,93,140,9
152,70,78,93,141,9
152,71,77,93,140,9
151,70,77,93,141,9
152,70,77,93,140,9
152,70,77,93,141,9
152,70,77,93,140,9
152,71,77,93,141,9
152,70,77,93,141,9
152,70,77,94,141,9
152,70,77,93,141,9
152,71,77,94,141,9
152,70,77,94,141,9
152,71,77,93,141,9
152,71,77,93,141,9
152,70,77,93,140,9
152,71,77,94,141,9
152,71,77,93,141,9
152,71,77,94,141,9
153,71,78,93,141,9
152,71,77,94,141,9
153,71,78,93,141,9
152,71,77,94,141,9
153,70,77,94,141,9
153,71,78,94,141,9
153,71,78,94,141,9
153,71,78,94,142,9
153,71,78,94,142,9
153,71,78,94,141,9
153,71,78,94,142,9
153,71,78,94,142,9
154,71,78,94,142,9
153,71,78,94,141,9
153,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
155,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
154,71,78,94,142,9
155,71,78,94,143,9
154,71,79,95,142,9
154,71,78,95,142,9
155,71,78,95,143,9
155,71,78,95,142,9
155,71,78,95,143,9
155,71,78,95,142,9
155,72,78,95,143,9
155,71,78,95,143,9
155,72,78,95,143,9
155,71,79,95,143,9
155,71,78,95,143,9
156,71,79,95,143,9
156,72,78,95,143,9
156,72,79,95,143,9
156,72,79,96,143,9
156,72,79,96,143,9
156,71,79,95,143,9
156,71,79,95,143,9
156,72,78,95,143,9
156,72,79,96,143,9
156,72,79,95,144,9
157,72,79,95,143,9
157,72,79,96,143,9
156,72,79,95,143,9
157,72,79,96,143,9
157,72,79,96,143,9
157,72,79,96,143,9
157,72,79,96,143,9
157,72,79,96,143,9
157,72,79,95,144,9
157,72,79,96,144,9
157,72,79,96,144,9
158,72,79,96,144,9
158,72,79,96,143,9
158,72,80,96,144,9
158,72,79,96,144,9
158,72,79,96,144,9
158,73,79,96,144,9
158,72,79,96,144,9
158,72,79,96,144,9
158,73,79,96,144,9
158,72,79,96,144,9
158,73,79,96,144,9
158,72,79,96,144,9
158,73,80,96,144,9
159,73,79,96,144,9
159,72,79,97,144,9
159,73,79,96,144,9
159,73,79,96,144,9
159,72,80,96,145,9
159,73,80,96,144,9
159,72,79,96,144,9
159,72,79,96,144,9
159,73,79,96,145,9
159,72,79,96,144,9
159,72,80,96,145,9
159,72,79,96,145,9
160,72,80,96,145,9
159,73,79,96,145,9
159,73,80,96,145,9
159,72,80,96,144,9
160,73,80,96,144,9
160,73,80,97,145,9
159,73,80,97,145,9
160,72,80,97,145,9
160,73,80,96,145,9
160,73,80,97,145,9
160,73,80,97,145,9
160,73,80,96,145,9
160,73,80,97,145,9
160,73,80,97,145,9
160,73,80,97,145,9
160,73,80,97,145,9
160,73,80,97,145,9
160,73,80,97,146,9
161,73,80,98,145,9
161,73,80,97,145,9
161,73,80,97,145,9
161,73,80,98,145,9
161,73,80,97,145,9
161,73,81,97,145,9
161,73,80,97,146,9
161,73,80,97,145,9
161,73,80,97,146,9
162,73,80,97,145,9
161,74,80,97,145,9
162,73,80,97,146,9
162,73,80,97,146,9
162,73,80,97,145,9
162,73,80,97,145,9
162,73,80,97,146,9
162,73,80,97,146,9
162,73,80,98,146,9
162,73,80,97,146,9
162,73,81,98,146,9
163,73,81,98,146,9
162,73,80,98,146,9
162,73,81,98,146,9
163,73,80,98,146,9
162,74,81,98,146,9
163,74,81,98,146,9
163,73,81,98,146,9
163,73,80,98,146,9
164,74,81,98,146,9
163,74,81,97,146,9
163,74,81,98,146,9
163,74,81,98,146,9
163,74,81,98,146,9
163,74,81,98,146,9
163,74,80,98,146,9
163,74,81,98,146,9
163,74,81,98,146,9
163,74,81,98,146,9
164,74,81,98,146,9
164,74,81,98,146,9
164,74,81,98,146,9
164,73,81,98,147,9
164,74,81,98,147,9
164,74,81,98,147,9
164,74,81,98,147,9
164,74,81,98,146,9
164,74,81,98,147,9
164,74,81,98,147,9
164,74,81,98,147,9
164,74,81,98,147,9
165,74,81,99,147,9
165,75,81,99,147,9
165,74,81,99,147,9
165,74,81,99,147,9
165,74,81,98,147,9
166,75,81,99,147,9
165,74,81,99,147,9
165,74,82,99,147,9
